Actual,Predicted
3,4.2233334
0,5.5533333
18,10.513333
5,6.8366666
22,6.96
0,3.06
2,6.25
8,8.93
5,13.646667
2,6.97
8,4.9266667
2,4.0533333
1,26.086666
4,6.463333
1,3.3
50,8.136666
6,12.473333
34,4.6633334
4,2.1133332
5,5.3333335
12,3.6733334
21,5.2366667
3,4.4733334
0,4.3333335
2,3.8133333
8,7.8
0,4.0233335
1,4.943333
3,15.5633335
0,5.1766667
0,3.6566668
0,11.333333
1,2.6133332
7,15.13
0,3.6266668
9,5.286667
0,3.8466666
2,5.7733335
3,3.6233332
0,6.51
4,12.006667
1,2.5633333
0,1.2166667
0,5.57
6,5.7466664
0,5.5833335
0,1.32
0,11.623333
7,10.033334
3,10.36
2,3.19
4,5.25
4,7.266667
9,5.2166667
4,8.716666
3,6.4333334
5,7.14
11,8.71
8,5.483333
1,5.483333
12,7.9766665
0,5.51
6,4.82
1,4.29
12,6.6433334
10,6.0133333
15,6.5866666
0,6.1766667
14,14.076667
6,10.113334
7,11.3
3,3.9933333
20,7.0633335
5,4.7633333
5,6.42
24,7.8333335
7,5.92
4,12.696667
2,4.096667
6,10.426666
11,3.29
2,6.1633334
7,5.4733334
11,8.616667
3,9.243333
18,7.9766665
13,10.653334
1,4.943333
2,6.576667
3,13.616667
16,10.16
2,3.4133334
6,6.0266666
15,12.3
14,7.02
11,5.45
4,8.036667
1,9.156667
0,8.876667
6,7.5133333
5,8.82
4,3.2433333
3,8.566667
2,3.4
0,3.62
6,4.2
3,6.92
5,6.72
1,6.36
2,4.5033336
7,10.513333
1,5.8
7,4.016667
0,3.2466667
0,2.8033333
19,12.34
9,7.0066667
1,12.916667
7,3.32
1,4.0133333
16,4.0866666
5,4.8366666
9,6.786667
2,2.61
7,5.9766665
55,7.7066665
17,9.12
14,4.4666667
4,4.51
8,6.2433333
39,28.356667
10,4.7633333
4,5.903333
12,9.506667
7,5.9466667
6,14.04
15,16.41
13,3.8466666
11,9.34
13,6.923333
8,5.5066667
9,6.5933332
5,5.62
21,5.65
5,3.9833333
5,7.386667
12,5.6266665
17,4.0866666
4,5.7533336
19,5.2433333
3,6.616667
12,3.2166667
1,6.96
5,8.123333
1,3.8733332
4,8.0
9,3.8166666
18,14.84
3,3.4366667
9,6.84
0,3.21
15,4.2233334
10,5.9333334
17,5.09
10,6.2966666
2,5.2566667
0,7.2233334
1,5.4566665
1,3.23
1,2.9066668
2,7.47
4,9.866667
9,4.95
6,21.413334
1,5.3533335
2,6.693333
9,5.613333
3,3.37
1,7.6033335
5,10.056666
2,6.3233333
9,3.92
1,3.2533333
1,2.9933333
0,4.213333
0,5.2033334
2,5.52
4,5.53
9,8.266666
4,7.8033333
26,6.383333
14,5.693333
0,4.63
0,6.64
7,7.1233335
16,7.9133334
2,4.2066665
2,11.016666
1,12.083333
1,4.0333333
18,4.7566667
5,16.283333
7,5.88
33,4.8733335
0,8.626667
0,4.27
1,6.7766666
0,12.12
0,8.383333
3,3.2533333
6,4.46
1,6.8333335
0,4.613333
4,4.0733333
0,5.113333
5,4.463333
8,5.11
0,4.0433335
0,14.226666
1,2.1833334
1,7.1633334
1,3.29
6,5.0266666
0,2.1933334
1,9.62
14,4.59
6,6.1033335
2,3.5666666
1,4.35
0,2.5066667
0,3.88
6,5.2366667
3,5.3033333
10,12.026667
1,2.9466667
5,7.67
4,3.8033333
5,6.483333
3,3.9866667
2,3.3233333
3,7.5133333
35,6.403333
0,1.8933333
12,3.84
7,6.5433335
1,2.86
3,6.5066667
31,4.7533336
0,4.6
34,3.58
3,2.73
20,6.5633335
1,2.3266666
8,3.0966666
0,0.97333336
3,4.92
9,5.4
10,4.5866666
2,3.23
1,4.3
2,7.53
3,4.0133333
0,1.6766666
2,3.9066668
2,7.7066665
3,5.75
9,5.8933334
4,6.3033333
8,13.24
14,7.233333
8,4.7
7,8.1866665
9,4.36
3,5.53
0,4.266667
5,13.38
0,16.36
1,3.69
3,7.47
0,2.18
0,3.38
10,5.5
1,6.8366666
11,8.77
6,8.833333
3,5.443333
1,4.5
3,4.02
5,5.49
5,7.27
3,19.18
5,5.31
18,6.2233334
5,6.17
1,7.73
1,6.3366666
4,4.826667
14,12.343333
1,5.8
0,5.06
2,3.4066668
41,6.94
12,5.8566666
20,3.3766668
1,5.1966667
8,4.9133334
2,5.5866666
2,4.6633334
7,7.44
3,4.9733334
1,6.096667
5,6.1266665
11,5.173333
0,1.8233334
8,8.58
0,4.983333
6,10.263333
4,5.0933332
7,6.6566668
4,4.5066667
1,4.27
10,6.0466666
4,3.2866666
8,11.52
4,7.69
1,11.536667
10,12.556666
9,5.9133334
13,7.17
3,6.1233335
0,6.2233334
14,7.43
24,5.213333
3,6.6066666
34,11.28
8,9.1866665
3,4.4666667
4,7.11
13,5.44
12,6.74
3,2.5866666
20,10.24
1,5.3333335
5,3.1266668
9,5.1833334
3,13.166667
5,5.62
4,4.6066666
14,13.246667
5,3.9266667
11,5.4733334
7,13.273334
5,3.45
0,2.1666667
0,4.483333
5,2.7066667
12,5.8933334
23,14.373333
0,3.1166666
11,6.58
6,4.59
2,11.723333
0,6.3533335
48,6.386667
13,5.27
3,11.066667
2,8.51
0,3.37
10,5.7566667
7,7.6
18,6.1666665
4,9.526667
16,9.78
4,5.1633334
3,6.326667
8,2.81
3,4.883333
10,7.8933334
7,5.366667
27,13.413333
13,4.08
2,7.1433334
25,8.1
4,5.5033336
5,6.07
2,4.0866666
6,6.2766666
6,8.136666
0,9.263333
8,5.0666666
2,7.11
3,12.95
12,5.4933333
8,8.87
1,2.23
11,6.7166667
18,4.8233333
1,2.57
12,7.58
9,3.2966666
22,3.49
0,3.0966666
0,4.68
4,5.366667
4,7.8366666
2,5.1633334
1,13.496667
36,13.376667
0,8.586667
0,3.95
0,2.1
12,3.6666667
0,2.8
3,2.7166667
4,5.3333335
2,6.4333334
4,4.64
1,8.7
2,3.4
1,1.8366667
0,7.4966664
0,7.57
0,2.95
1,5.4866667
1,6.9366665
8,3.6266668
2,5.55
0,4.5833335
1,4.71
8,7.4066668
5,7.883333
8,3.9833333
5,13.306666
6,9.15
2,5.8566666
2,7.17
7,6.5633335
5,5.05
5,12.16
3,5.92
3,5.846667
16,7.4966664
0,7.29
6,6.67
1,11.673333
1,6.7266665
8,6.3566666
3,4.3766665
0,5.0733333
0,2.4066668
2,4.72
15,9.593333
4,5.64
1,8.35
1,2.1866667
9,7.68
8,7.4866667
2,3.6
4,4.733333
2,7.056667
1,5.633333
9,7.39
8,6.8
24,3.6
2,4.1033335
1,4.4
17,7.39
5,6.6433334
0,0.9066667
5,6.21
15,3.0366666
2,4.0066667
3,5.2166667
0,5.16
0,13.493333
8,2.3866668
7,6.2266665
5,8.09
2,7.0633335
3,5.2533336
16,5.58
1,3.09
17,12.85
7,4.6766667
26,5.556667
14,3.71
8,3.8233333
4,2.9866667
8,15.623333
3,4.9666667
2,6.03
5,4.383333
11,11.496667
16,4.41
10,5.3933334
3,7.8333335
8,10.903334
0,5.5666666
11,6.31
9,4.056667
1,5.57
3,6.0833335
3,6.4466667
3,2.99
2,3.5766666
12,3.5033333
12,8.07
1,2.6566668
8,5.1866665
62,11.823334
14,2.89
0,6.8566666
8,12.926666
2,3.03
4,2.99
4,2.36
22,13.493333
7,2.3633332
11,4.44
2,6.86
1,1.8966666
9,5.2566667
6,12.513333
21,4.34
25,19.723333
8,10.873333
6,2.47
11,5.49
56,10.01
10,7.5733333
2,6.863333
4,11.576667
3,2.2466667
4,3.2666667
8,4.8033333
12,5.2966666
9,7.38
3,15.746667
0,4.0333333
1,3.97
0,5.213333
13,4.55
1,2.32
2,3.17
2,3.1866667
50,8.16
5,3.37
6,9.743333
8,6.9733334
6,5.233333
7,10.13
2,3.49
2,7.306667
3,5.6866665
4,8.02
9,4.173333
0,5.72
0,6.0866666
3,3.5933332
1,6.68
11,4.83
3,3.64
7,2.8233333
3,6.3966665
2,10.793333
14,8.093333
8,7.4866667
37,14.163333
0,4.346667
6,5.14
4,8.31
43,15.88
2,8.6
8,7.0133333
14,12.576667
16,7.4966664
7,7.9466667
17,4.9266667
10,8.02
16,4.903333
3,6.19
4,6.1633334
3,9.72
25,9.443334
1,9.88
0,7.7533336
7,7.7966666
3,13.116667
6,3.0566666
18,8.373333
0,2.85
2,3.45
0,4.1466665
1,6.423333
10,9.816667
2,7.59
1,2.7933333
9,7.2433333
1,2.5233333
5,6.6766667
1,7.5633335
2,5.0733333
10,2.8966668
0,4.4966664
3,4.7766666
0,3.64
3,10.61
6,3.7533333
25,18.096666
6,10.126667
13,21.313334
1,9.68
2,3.8166666
1,4.68
5,9.956667
4,4.75
3,3.8033333
4,4.67
5,8.633333
14,3.2
2,4.45
6,4.27
11,24.29
3,4.9666667
27,6.1666665
6,6.6633334
4,4.79
7,9.873333
18,22.826666
10,5.096667
18,5.17
0,1.8466667
0,5.806667
6,16.46
1,9.986667
3,4.7433333
4,9.72
4,2.7366667
1,6.42
10,8.123333
15,8.206667
8,11.62
5,7.68
17,12.493333
3,2.0633333
1,5.7933335
0,5.213333
0,4.4066668
11,5.3733335
19,12.496667
14,5.366667
3,7.0866666
6,7.6466665
5,6.883333
5,4.78
0,3.3333333
4,8.41
2,8.65
5,5.0233335
0,4.41
18,21.946667
1,5.62
52,7.1466665
7,6.8433332
4,3.21
46,11.57
21,6.8333335
4,3.23
2,4.0833335
29,21.33
0,7.1
4,3.7766666
2,4.94
2,6.56
7,5.53
7,10.153334
1,6.31
9,2.8933334
4,4.65
12,6.75
0,3.7933333
7,6.6466665
1,3.0266666
2,5.7266665
5,2.3966668
8,5.0833335
14,4.82
0,4.5133333
13,5.7966666
18,4.79
10,5.5833335
13,3.6666667
5,4.04
12,6.233333
3,5.25
1,12.21
1,3.17
4,6.27
42,8.2
14,8.283334
20,6.116667
8,2.48
9,7.07
12,6.886667
0,10.836667
18,5.29
5,13.513333
8,7.386667
7,7.0333333
6,4.4
6,9.66
11,9.093333
3,4.46
1,5.9966664
17,15.87
2,8.733334
0,4.786667
2,4.54
5,5.516667
0,5.2633333
0,3.4633334
7,5.1433334
7,2.76
4,4.056667
8,10.66
13,11.946667
10,12.67
9,6.2066665
19,4.72
17,13.843333
7,13.94
5,26.136667
11,8.886666
3,5.41
6,9.766666
6,5.5066667
1,9.223333
10,12.323334
3,5.24
10,8.923333
2,5.4966664
1,2.98
2,8.026667
1,7.64
0,7.71
1,2.9166667
2,1.7466667
0,5.463333
6,3.0866666
1,5.49
1,7.34
0,1.7633333
14,6.75
1,1.7966666
3,4.09
1,7.5466666
1,4.13
0,4.0933332
3,10.646667
32,4.37
1,2.1933334
1,4.88
0,4.07
16,3.56
6,2.6733334
14,22.77
0,6.403333
16,7.9166665
1,7.5066667
0,8.086667
0,4.3766665
0,4.4466667
0,6.5433335
17,7.44
8,4.87
58,10.47
4,4.0433335
2,5.5733333
13,3.1433334
3,3.1966667
9,3.3733332
7,10.153334
22,6.9733334
4,7.95
5,4.27
9,8.236667
0,1.3533334
8,5.9566665
7,5.346667
3,3.3866668
1,3.6766667
4,11.63
13,5.53
2,6.58
1,3.86
10,7.713333
9,9.673333
5,5.6666665
3,6.306667
19,23.82
4,7.47
40,6.2166667
25,2.21
1,5.2533336
1,5.12
3,12.96
5,7.3566666
6,4.37
34,5.6566668
5,4.6233335
6,3.64
4,5.22
15,7.9766665
5,4.62
6,10.59
6,5.51
8,10.983334
6,2.87
27,2.5733333
6,2.2366667
3,10.423333
4,3.0666666
3,4.076667
15,4.09
2,11.95
22,4.86
8,5.1966667
0,3.97
8,2.5966666
5,5.6833334
36,9.126667
6,8.473333
10,3.4433334
10,6.03
16,4.7166667
7,9.103333
10,5.5133333
1,3.3833334
4,5.1666665
14,9.2
2,4.16
19,10.79
4,3.3266666
26,3.6766667
33,6.516667
2,3.8333333
4,3.0133333
5,7.8166666
4,4.53
20,5.55
4,5.7266665
11,11.653334
5,5.4166665
8,6.866667
2,2.22
3,4.1866665
14,4.1466665
7,5.3233333
7,5.4966664
6,8.756667
11,13.343333
5,7.4066668
9,3.61
5,6.7366667
4,10.546667
2,3.3333333
1,6.64
2,7.13
4,3.6533334
3,5.0633335
1,3.4266667
0,2.13
0,3.0633333
0,2.71
4,5.19
3,3.0733333
22,15.75
10,8.616667
11,8.646667
7,8.103333
2,14.51
4,2.37
6,10.396667
11,6.9866667
1,5.3033333
3,5.556667
37,7.88
3,3.42
17,7.0266666
13,6.01
10,5.55
6,5.2633333
16,13.653334
8,4.6433334
8,5.153333
37,4.62
0,15.993333
9,3.72
4,5.366667
5,11.486667
3,15.17
2,8.086667
2,5.71
6,10.5633335
1,3.7466667
0,3.7833333
1,4.9466667
1,12.4366665
3,3.39
4,21.576666
5,5.55
26,5.443333
3,8.893333
4,7.58
0,6.366667
1,7.62
9,4.3033333
4,9.806666
0,4.2033334
23,3.2266667
14,6.8566666
1,7.613333
0,6.7033334
0,4.6766667
1,5.0033336
11,3.43
6,7.2166667
1,3.6166666
12,5.866667
4,9.65
8,4.1266665
21,5.5666666
2,4.9333334
0,6.886667
3,6.5033336
3,6.733333
10,5.44
8,2.9133334
5,4.7766666
15,7.2933335
3,3.6566668
2,5.5433335
0,2.9233334
3,10.416667
0,6.846667
3,9.1866665
0,3.87
4,3.53
15,9.126667
14,5.1566668
0,2.0733333
0,7.556667
4,5.73
0,5.8133335
8,4.8966665
5,4.39
3,6.786667
3,3.07
0,5.46
4,6.3166666
6,4.1666665
42,23.77
21,2.9933333
28,2.9633334
12,5.73
2,4.93
1,9.97
7,3.2333333
3,9.743333
11,2.8933334
2,4.9466667
9,6.69
6,12.753333
1,8.583333
16,13.243333
0,8.473333
4,4.49
2,2.1233332
7,2.2266667
0,7.14
1,5.3533335
1,5.8533335
9,6.0466666
20,4.9733334
2,5.213333
5,3.73
13,5.096667
6,3.75
10,7.3
1,2.0733333
17,14.503333
8,5.5466666
12,9.68
3,4.43
27,6.963333
22,5.2633333
5,5.97
15,9.703333
30,8.34
4,9.266666
5,3.49
0,9.566667
7,8.146667
5,10.306666
2,4.8333335
37,13.556666
14,3.35
10,6.016667
8,4.516667
3,13.006667
4,4.113333
1,5.27
12,5.0733333
4,3.9666667
2,6.4133334
2,3.61
15,4.0833335
31,15.82
6,3.6433334
7,5.35
6,3.2933333
34,1.9566667
41,2.4666667
2,3.31
1,2.3566666
6,6.9133334
4,5.076667
7,7.31
4,9.023334
12,8.526667
2,3.38
17,12.526667
4,4.8966665
39,6.0
0,4.963333
9,11.3
1,1.7933333
1,4.33
1,1.6433333
1,4.91
0,3.6933334
0,3.3033333
4,2.11
7,26.763334
9,4.37
43,6.5266666
15,3.65
16,7.34
6,6.3766665
7,8.98
12,7.7233334
30,11.9
19,1.71
1,3.28
21,5.12
36,21.236666
8,7.3133335
4,6.5666666
5,5.556667
32,5.983333
23,12.146667
10,7.8766665
44,5.403333
3,3.91
5,4.53
6,9.576667
0,5.6233335
1,4.17
13,3.59
3,7.3566666
0,3.9833333
0,3.8266666
7,5.82
0,5.6066666
1,2.1366668
2,2.1966667
0,2.8333333
1,3.9433334
1,4.4333334
4,3.43
37,12.426666
60,8.29
1,3.6466668
6,5.673333
0,3.87
7,20.453333
1,6.65
1,4.38
1,6.096667
1,8.0633335
5,7.633333
0,4.613333
0,6.923333
3,3.8333333
8,6.116667
8,8.283334
9,3.2466667
2,5.8166666
10,3.3
7,7.4533334
20,9.79
5,6.2833333
4,4.7166667
1,3.24
1,3.0066667
19,15.476666
30,6.9533334
6,5.713333
28,5.6966667
3,5.0233335
3,5.403333
0,4.9466667
5,3.5933332
1,6.1566668
2,4.5233335
2,6.1966667
10,6.3733335
2,8.253333
1,6.0066667
2,9.003333
7,7.4333334
7,6.0933332
2,3.3766668
2,4.39
9,12.04
6,2.9833333
1,3.2866666
6,3.3066666
16,11.996667
2,6.4366665
1,5.59
4,3.98
12,6.51
1,5.73
31,4.09
4,5.9933333
11,3.7233334
36,9.31
2,6.0666666
9,4.21
18,8.456667
10,9.086667
1,10.26
8,8.903334
16,4.3966665
3,2.9433334
3,6.36
1,9.296667
3,3.8
9,7.3133335
3,3.14
24,6.5733333
3,7.67
15,3.9466667
39,9.26
11,6.0866666
2,7.233333
12,9.64
2,10.3133335
8,13.646667
4,3.57
11,10.9
0,3.3033333
49,8.966666
8,5.5933332
5,2.4266667
15,5.983333
8,6.536667
3,3.2833333
2,3.6233332
1,2.1866667
4,5.59
2,4.54
1,5.3366666
1,7.7366667
9,8.753333
3,6.5533333
0,2.6233332
1,5.9
0,4.8233333
9,11.33
24,1.8966666
6,7.0933332
0,3.9233334
2,4.306667
1,1.97
2,9.396667
18,8.6866665
5,9.86
0,7.6066666
1,2.35
11,8.29
3,6.5533333
15,13.966666
18,11.066667
6,8.05
2,5.72
13,6.9066668
24,17.933332
3,4.68
32,6.74
31,11.136666
0,3.8466666
20,14.7
0,3.66
33,11.526667
0,5.3766665
7,7.6633334
0,2.5733333
3,4.32
5,7.62
2,3.1733334
13,14.12
1,3.8933334
1,2.5266666
0,5.58
1,4.0866666
8,4.866667
3,11.413333
1,4.7033334
3,5.9566665
2,13.24
12,5.11
2,3.92
7,6.2433333
0,6.68
19,7.1466665
2,3.0366666
10,9.32
11,6.3166666
9,9.696667
0,3.16
5,6.25
0,2.8933334
47,7.2633333
0,4.95
7,5.983333
11,7.2366667
6,5.1
24,12.44
4,5.7733335
6,10.796667
36,25.7
2,7.4733334
8,3.94
21,5.1
7,5.6433334
10,9.743333
4,8.056666
20,6.0533333
5,7.383333
24,8.486667
3,7.096667
18,5.17
8,5.9966664
4,5.346667
13,6.0666666
1,4.4
15,5.4766665
7,5.286667
4,3.9033334
12,7.42
3,5.3766665
11,5.72
2,21.04
7,3.6033332
5,4.036667
20,6.443333
7,5.3733335
1,6.61
6,8.013333
17,10.093333
0,5.0266666
1,4.4466667
1,6.41
1,2.4233334
3,7.096667
2,4.233333
4,4.1833334
9,10.353333
4,4.4166665
16,19.336666
2,3.4533334
6,14.223333
4,5.193333
1,3.1766667
7,6.2433333
24,3.68
7,8.986667
2,4.1
18,5.7633333
0,5.01
17,5.7266665
23,11.583333
0,4.03
25,19.616667
0,2.4466667
11,2.6066666
1,7.27
34,6.056667
14,4.5
8,4.5933332
16,5.7566667
15,13.113334
22,7.516667
3,5.66
14,7.16
0,4.9733334
9,8.636666
3,12.92
18,6.7833333
7,6.7733335
16,3.29
2,2.4266667
12,6.7233334
2,3.4266667
1,8.21
9,5.7566667
12,15.93
31,5.95
11,9.653334
26,7.24
11,5.89
7,3.2366667
5,4.136667
2,4.213333
6,6.55
6,7.113333
10,12.183333
38,8.673333
1,17.746666
14,3.3333333
4,5.1633334
18,12.91
30,7.5433335
16,9.45
10,12.49
0,2.8566666
9,8.243333
9,8.353333
2,3.07
2,4.0933332
3,11.29
39,7.51
37,5.64
2,16.426666
43,4.7466664
7,7.47
8,9.366667
0,2.3533332
7,8.113334
16,7.14
16,7.213333
22,6.116667
0,5.693333
3,3.56
1,2.8433332
5,6.1766667
4,10.886666
10,8.996667
9,8.836667
14,11.703333
5,5.24
0,9.56
0,4.7566667
0,2.5533333
0,3.9333334
3,8.996667
1,2.25
23,5.68
0,2.5733333
1,6.25
0,4.74
14,21.813334
0,2.5633333
0,0.8
1,1.8666667
0,1.9566667
1,2.49
6,5.4966664
1,3.66
1,6.65
3,2.42
2,3.8433332
1,2.87
0,2.99
6,5.9766665
1,3.1133332
1,2.6233332
9,4.4
7,5.34
7,6.636667
4,4.036667
25,6.4866667
25,6.6666665
0,4.0666666
16,5.5733333
0,5.1866665
5,4.153333
0,6.82
0,1.4266666
0,6.9766665
4,6.84
3,5.65
4,3.16
4,5.14
5,4.34
10,9.74
0,3.6066666
2,3.7466667
7,6.4266667
19,7.1033335
10,6.173333
19,5.5466666
17,6.9266667
6,9.743333
13,3.95
1,11.443334
25,4.9533334
9,6.4166665
6,3.2033334
21,11.593333
26,8.77
12,4.883333
14,10.82
2,7.1833334
3,8.18
7,3.93
4,10.523334
0,2.57
0,2.9333334
3,5.633333
8,4.2533336
14,7.9666667
7,7.0033336
0,2.7566667
3,6.4933333
3,1.7066667
11,4.9533334
17,3.9933333
1,2.8466666
17,6.363333
2,3.5333333
1,8.536667
19,5.3933334
57,19.963333
2,3.2833333
30,2.59
6,5.1233335
39,32.27667
1,11.753333
8,8.496667
3,7.0633335
29,8.86
0,6.136667
2,6.2466664
15,4.31
9,8.723333
12,4.9666667
13,3.26
1,3.42
6,3.7966666
9,7.6233335
15,20.933332
1,4.06
6,9.973333
6,4.7266665
6,5.68
5,5.61
1,3.1066666
5,5.2233334
4,7.386667
21,1.9766667
7,4.52
7,4.12
2,4.14
6,2.5066667
2,3.7766666
38,9.15
29,2.02
17,4.86
2,2.7
1,5.33
6,2.7566667
6,7.35
11,11.983334
10,9.636666
9,15.58
5,5.36
17,3.5066667
15,7.7766666
1,3.85
5,5.52
1,4.286667
11,5.09
13,3.75
6,5.51
1,6.37
23,5.0733333
23,17.276667
12,6.6466665
1,7.51
0,9.403334
5,5.8
47,7.826667
15,4.9133334
0,10.2
3,8.09
10,11.32
21,7.1966667
17,5.786667
0,2.6933334
5,5.693333
14,3.85
7,4.886667
7,7.0833335
9,8.79
23,5.983333
19,8.406667
3,2.7766666
4,4.6033335
0,5.0333333
1,9.103333
0,2.7333333
2,7.39
3,8.97
5,4.943333
9,7.616667
8,7.826667
9,7.636667
3,3.52
0,8.453333
0,4.2533336
0,2.3966668
1,3.2633333
3,3.7
2,6.1633334
4,6.47
3,6.806667
5,5.3433332
0,5.7566667
1,4.62
0,4.2066665
0,3.6466668
0,3.7033334
42,8.8133335
1,8.57
12,6.38
21,4.153333
20,5.54
25,21.35
3,5.12
2,4.1066666
13,7.03
41,10.226666
27,4.7466664
12,9.273334
8,8.183333
25,13.293333
49,8.59
0,6.3766665
20,5.056667
3,4.403333
6,6.443333
6,9.643333
2,3.7533333
6,3.4
7,5.39
14,12.886666
5,7.3433332
7,10.39
1,3.7033334
5,3.1366668
2,4.153333
6,4.4366665
0,4.72
2,10.09
27,5.903333
4,6.2166667
9,5.0
21,6.6566668
17,5.443333
11,5.1966667
2,3.7366667
1,3.98
16,9.256667
10,3.9966667
8,6.05
7,9.106667
3,7.27
11,6.4466667
1,2.72
17,11.716666
18,8.526667
11,16.226667
49,35.31333
36,20.78
0,5.366667
10,3.73
19,4.7033334
11,9.286667
11,9.62
3,8.25
26,6.71
31,21.94
15,10.663333
23,22.036667
5,6.1066666
0,6.02
18,10.79
57,5.7033334
8,6.46
8,5.9966664
0,9.07
11,3.7233334
24,7.5066667
14,6.6666665
8,4.6066666
13,6.54
15,11.803333
14,6.6866665
0,3.1166666
2,3.7166667
31,10.67
0,13.046667
11,4.45
4,5.133333
2,8.2
10,6.42
0,2.2866666
22,14.593333
7,13.33
4,8.5633335
6,3.27
1,3.3
3,4.8366666
0,5.6433334
1,6.9666667
10,13.4
9,7.93
5,6.1033335
7,14.736667
0,4.7233334
2,4.1766667
19,15.776667
2,3.69
22,22.886667
12,3.8333333
15,6.2233334
12,5.5933332
13,7.3133335
20,5.08
32,4.28
9,12.246667
16,5.3133335
18,4.3133335
18,9.4
31,23.64
6,5.3433332
8,4.1766667
15,6.16
8,7.7033334
10,3.6166666
26,5.5066667
1,4.443333
2,5.1566668
10,10.823334
7,3.8033333
10,7.6466665
8,3.16
33,24.19
9,9.59
0,2.1
15,8.293333
4,4.016667
6,5.21
5,6.06
12,6.386667
13,11.473333
0,5.403333
1,5.2566667
0,7.44
0,2.6066666
1,4.6466665
0,6.173333
0,4.57
0,3.5533333
0,3.9166667
0,3.4433334
0,4.8566666
1,3.2866666
1,4.8933334
0,6.4733334
0,6.866667
5,7.3
4,8.636666
3,3.2066667
1,2.7233334
0,2.1866667
2,4.6866665
0,15.366667
5,6.16
2,5.86
0,4.5266666
